"Water Control Zone","Station","Dates","Sample No","Type","Zinc (mg/kg)","Vanadium (mg/kg)","Total Volatile Solid (% Total Solid)","Total Sulphide (mg/kg)","Total Solid (%w/w)","Total Polychlorinated Biphenyls (μg/kg)","Total Phosphorus (mg/kg)","Total Kjeldahl Nitrogen (mg/kg)","Total Cyanide (mg/kg)","Total Carbon (%w/w)","Silver (mg/kg)","Pyrene (μg/kg)","Phenanthrene (μg/kg)","Particle Size Fraction <63 micrometer (%w/w)","Nickel (mg/kg)","Naphthalene (μg/kg)","Mercury (mg/kg)","Manganese (mg/kg)","Lead (mg/kg)","Iron (mg/kg)","Indeno(1,2,3-cd)pyrene (μg/kg)","Fluorene (μg/kg)","Fluoranthene (μg/kg)","Electrochemical Potential (mV)","Dry Wet Ratio","Dibenzo(ah)anthracene (μg/kg)","Copper (mg/kg)","Chrysene (μg/kg)","Chromium (mg/kg)","Chemical Oxygen Demand (mg/kg)","Cadmium (mg/kg)","Boron (mg/kg)","Benzo(k)fluoranthene (μg/kg)","Benzo(ghi)perylene (μg/kg)","Benzo(b)fluoranthene (μg/kg)","Benzo(a)pyrene (μg/kg)","Benzo(a)anthracene (μg/kg)","Barium (mg/kg)","Arsenic (mg/kg)","Anthracene (μg/kg)","Ammonia Nitrogen (mg/kg)","Aluminium (mg/kg)","Acenaphthylene (μg/kg)","Acenaphthene (μg/kg)"
"Victoria Harbour","VS3","2000-06-14","1","Bulk Sample","140","23","7.1","290","50","8","190","550","0.1","0.5","3","37","20","47","13","N/A","0.28","280","38","19000","52","<10","47","-288","0.54","<5","110","22","39","17000","0.3","21","29","56","55","54","27","36","7.1","<5","19","25000","<50","<50"
"Victoria Harbour","VS3","2000-06-14","1","Seived Sample (<63 micrometer)","230","44","9.4","180","36","10","220","730","0.2","0.6","7","13","14","47","28","N/A","0.36","470","63","34000","21","<10","23","-288","0.34","<5","210","5","74","21000","0.6","36","12","17","31","21","11","59","11","<5","16","42000","<50","<50"
"Victoria Harbour","VS3","2000-07-12","1","Seived Sample (<63 micrometer)","230","44","9.2","180","34","20","220","660","0.1","0.9","6","11","14","81","32","N/A","0.8","460","65","34000","27","<10","27","-366","0.38","<5","290","10","85","18000","0.8","35","19","21","38","23","15","61","9.7","<5","13","45000","<50","<50"
"Victoria Harbour","VS3","2000-07-12","1","Bulk Sample","210","35","8.2","300","42","43","220","580","0.2","0.7","6","110","46","81","25","N/A","0.39","400","58","28000","63","<10","120","-366","0.45","8","230","43","70","19000","0.6","30","47","73","94","71","60","52","8.4","7","8.5","39000","<50","<50"
"Victoria Harbour","VS3","2001-01-16","1","Seived Sample (<63 micrometer)","190","47","8.7","280","35","6","210","650","<0.1","0.6","6","43","<5","91","29","N/A","0.22","510","59","35000","22","<10","23","-319","0.33","5","180","14","66","18000","0.6","40","16","23","24","25","10","53","9.3","<5","26","42000","<50","<50"
"Victoria Harbour","VS3","2001-01-16","1","Bulk Sample","200","39","7.8","360","39","15","200","590","0.1","0.7","5","21","10","91","27","N/A","0.29","470","53","31000","24","<10","31","-319","0.37","<5","170","18","60","19000","0.5","35","17","28","30","28","12","51","9.4","<5","20","41000","<50","<50"
"Victoria Harbour","VS3","2001-07-24","1","Bulk Sample","58","9","3.8","250","70","10","120","340","0.2","0.7","1","56","13","32","9","N/A","0.19","130","21","8500","28","<10","41","-421","0.7","<5","41","22","15","7300","0.2","10","19","27","31","41","19","18","3.9","<5","22","16000","<50","<50"
"Victoria Harbour","VS3","2001-07-24","1","Seived Sample (<63 micrometer)","240","42","10","430","30","14","200","730","0.2","0.8","7","86","7","32","33","N/A","0.5","470","68","34000","45","<10","53","-421","0.23","6","210","28","71","19000","0.8","39","28","41","61","55","24","58","9.5","<5","37","43000","<50","<50"
"Victoria Harbour","VS3","2002-01-22","1","Bulk Sample","17","4","N/A","N/A","N/A","18","N/A","N/A","N/A","N/A","<1","12","<5","N/A","6","<60","<0.05","47","25","3400","8","<10","9","-272","0.81","<5","27","<5","14","N/A","<0.1","<5","5","8","8","8","3","7","0.9","<5","N/A","4100","<50","<50"
"Victoria Harbour","VS3","2002-07-09","1","Bulk Sample","46","7","3.2","310","73","18","130","220","0.1","0.5","1","63","24","15","6","<60","0.12","120","24","9100","20","<10","47","-213","0.66","<5","37","18","12","13000","0.1","11","20","24","21","33","18","11","3.4","8","0.69","17000","<50","<50"
"Victoria Harbour","VS3","2003-01-21","1","Bulk Sample","150","28","7.6","590","44","19","210","500","0.1","0.8","4","51","6","67","19","<60","0.41","280","39","20000","23","<10","40","-390","0.51","<5","140","16","44","23000","0.5","21","19","19","23","33","21","33","7.1","<5","7.2","25000","<50","<50"
"Victoria Harbour","VS3","2003-07-02","1","Bulk Sample","200","35","7.6","350","43","18","170","490","0.2","0.7","6","130","21","73","25","<60","0.72","360","59","26000","41","13","92","-371","0.43","8","150","30","51","22000","0.5","35","31","53","52","67","46","42","8.2","10","12","35000","<50","<50"
"Victoria Harbour","VS3","2004-01-13","1","Bulk Sample","120","23","7.2","200","45","18","170","480","0.1","0.8","3","23","5","10","15","<60","0.21","270","44","17000","21","<10","29","-289","0.59","<5","100","12","33","19000","0.3","22","10","18","24","25","17","30","5.2","<5","0.37","24000","<50","<50"
"Victoria Harbour","VS3","2004-07-20","1","Bulk Sample","140","32","7.5","210","46","18","160","460","<0.1","0.9","3","80","<5","91","18","<60","0.28","350","46","22000","42","<10","68","-326","0.47","<5","100","33","39","18000","0.3","29","19","29","26","34","29","37","6","9","7.1","32000","<50","<50"
"Victoria Harbour","VS3","2005-02-04","1","Bulk Sample","180","37","6.7","440","35","19","200","610","0.1","0.7","4","110","17","64","25","<60","0.54","400","47","26000","52","<10","79","-323","0.38","<5","160","36","49","23000","0.4","26","30","49","56","54","34","38","7.6","10","20","31000","<50","<50"
"Victoria Harbour","VS3","2005-08-10","1","Bulk Sample","230","31","7.7","230","37","21","180","440","0.1","0.7","6","98","16","89","26","<60","0.41","400","62","27000","63","<10","60","-365","0.37","12","190","31","58","25000","0.6","29","35","73","58","71","32","46","8.8","7","20","36000","<50","<50"
"Victoria Harbour","VS3","2006-01-03","1","Bulk Sample","250","42","7.6","160","39","20","430","1200","0.3","0.7","6","90","15","86","27","<60","0.43","310","65","30000","45","<10","55","-183","0.35","6","170","30","59","26000","0.6","29","25","45","45","47","30","49","8.6","6","6.1","39000","<50","<50"
"Victoria Harbour","VS3","2006-07-03","1","Bulk Sample","220","32","9.6","77","38","22","180","510","<0.1","0.7","5","120","38","88","25","<60","0.48","380","59","29000","65","<10","120","-330","0.32","7","160","61","55","25000","0.5","30","37","58","66","77","60","44","9","16","11","37000","<50","<50"
"Victoria Harbour","VS3","2007-01-15","1","Bulk Sample","93","14","4.1","24","63","18","130","350","<0.1","0.6","2","13","<5","20","10","<60","0.34","210","58","13000","11","<10","12","-250","0.64","<5","57","6","18","16000","0.2","13","6","12","11","11","5","18","5.3","<5","4.8","19000","<50","<50"
"Victoria Harbour","VS3","2007-09-17","1","Bulk Sample","210","30","6.8","82","42","18","200","540","0.2","0.6","5","62","10","85","20","<60","0.47","400","53","26000","28","<10","33","-343","0.43","<5","150","20","49","21000","0.5","25","18","44","39","49","26","38","7.5","<5","10","31000","<50","<50"
"Victoria Harbour","VS3","2008-01-03","1","Bulk Sample","200","30","6.5","32","41","20","190","560","0.1","0.7","6","31","<5","72","22","<60","0.36","390","66","27000","48","<10","54","-248","0.44","14","160","20","51","20000","0.5","26","25","59","53","57","34","39","7.8","6","7.8","34000","<50","<50"
"Victoria Harbour","VS3","2008-07-02","1","Bulk Sample","130","18","5.8","2.1","48","18","160","420","0.2","0.8","3","65","15","38","14","<60","0.36","290","43","19000","61","<10","31","-226","0.51","16","73","19","29","19000","0.3","18","32","73","65","75","28","22","5.8","<5","<0.05","25000","<50","<50"
"Victoria Harbour","VS3","2009-01-06","1","Bulk Sample","210","31","6.5","120","42","18","180","460","0.3","0.6","4","109","21","76","19","<60","0.3","390","56","27000","46","<10","81","-305","0.42","11","99","25","47","21000","0.4","30","29","52","55","55","39","38","6.9","8","11","32000","<50","<50"
"Victoria Harbour","VS3","2009-07-02","1","Bulk Sample","210","28","7.1","120","43","18","260","550","0.3","0.8","4","190","23","78","22","<60","0.99","420","57","29000","71","<10","150","-236","0.38","25","110","54","46","22000","0.4","30","49","110","100","110","74","36","8.3","11","7.1","29000","<50","<50"
"Victoria Harbour","VS3","2010-01-07","1","Bulk Sample","190","25","7.1","23","44","18","190","510","0.2","0.7","4","91","7","69","23","<60","0.27","380","52","29000","60","<10","60","-278","0.41","10","110","57","48","20000","0.4","27","30","83","26","68","34","34","7.2","5","4.3","31000","<50","<50"
"Victoria Harbour","VS3","2010-07-07","1","Bulk Sample","85","13","6","4.2","45","18","190","610","<0.1","0.7","1","120","38","91","10","<60","0.13","250","42","19000","61","<10","110","-261","0.63","12","40","40","19","15000","0.2","12","34","69","60","80","55","17","11","13","17","17000","<50","<50"
"Victoria Harbour","VS3","2011-02-09","1","Bulk Sample","150","26","6.3","230","44","18","180","450","0.2","0.8","3","78","<5","68","18","<60","0.25","370","47","29000","51","<10","59","-222","0.41","11","95","28","40","17000","0.3","26","27","58","56","54","39","33","7.2","5","1.9","27000","<50","<50"
"Victoria Harbour","VS3","2011-07-06","1","Bulk Sample","150","19","6.1","190","44","18","200","490","0.2","0.7","3","120","9","76","16","<60","0.23","320","39","22000","94","<10","150","-272","0.49","30","84","92","32","17000","0.3","20","61","82","110","110","110","26","6.8","<5","0.89","22000","<50","<50"
"Victoria Harbour","VS3","2012-01-04","1","Bulk Sample","110","20","5.1","300","53","18","230","520","0.2","0.7","2","78","14","70","13","<60","0.34","280","38","19000","84","<10","60","-234","0.49","18","66","38","27","19000","0.2","18","38","95","63","87","40","24","7.8","6","3.8","18000","<50","<50"
"Victoria Harbour","VS3","2012-07-05","1","Bulk Sample","85","14","4.8","12","60","18","160","400","0.2","0.7","1","23","18","46","10","<60","0.14","230","29","15000","23","<10","21","-265","0.58","<5","52","15","21","12000","0.2","14","12","23","23","24","15","16","4.3","<5","5.8","15000","<50","<50"
"Victoria Harbour","VS3","2013-01-02","1","Bulk Sample","190","35","7.2","270","38","18","180","480","0.1","0.8","3","170","35","75","24","<60","0.52","450","59","28000","92","62","110","-218","0.37","<5","140","40","51","19000","0.3","33","49","100","68","120","60","41","7.3","8","14","24000","<50","<50"
"Victoria Harbour","VS3","2013-07-26","1","Bulk Sample","160","33","7.7","460","38","18","210","630","0.2","0.6","2","50","37","83","21","63","0.3","390","48","30000","30","15","40","-463","0.35","<5","100","11","43","15000","0.3","30","17","34","28","39","16","34","7.6","<5","17","28000","<50","<50"
"Victoria Harbour","VS3","2014-01-23","1","Bulk Sample","170","30","8.6","140","43","18","250","580","0.2","0.8","2","80","18","67","22","<60","0.38","420","46","27000","37","<10","47","-256","0.38","<5","110","23","41","17000","0.4","26","24","47","36","50","30","32","7.8","<5","6.2","26000","61","<50"
"Victoria Harbour","VS3","2014-08-25","1","Bulk Sample","140","24","7.3","370","49","19","190","700","<0.1","0.7","2","76","25","72","15","<60","0.26","350","42","22000","45","<10","58","-394","0.49","5","80","27","32","19000","0.3","30","29","60","40","75","34","23","6.5","<5","22","20000","<50","<50"
"Victoria Harbour","VS3","2015-01-05","1","Bulk Sample","190","29","6","130","58","18","180","540","<0.1","0.9","4","540","45","34","20","<60","0.33","440","56","27000","170","<10","450","-353","0.4","22","160","200","50","20000","0.5","25","120","200","230","360","280","38","8.8","16","58","27000","<50","<50"
"Victoria Harbour","VS3","2015-07-17","1","Bulk Sample","200","27","7.7","400","38","18","210","680","<0.1","0.8","2","500","270","80","19","<60","0.43","340","54","25000","250","32","490","-356","0.34","21","100","340","46","18000","0.4","20","160","370","430","330","390","33","8.1","52","18","25000","<50","<50"
"Victoria Harbour","VS3","2016-01-06","1","Bulk Sample","58","9","3.7","30","70","18","140","270","0.1","1.3","1","56","14","16","7","66","0.13","140","41","9100","17","<10","15","-157","0.72","<5","33","10","16","13000","<0.1","7","9","21","15","18","9","11","2.8","<5","2.7","12000","<50","<50"
"Victoria Harbour","VS3","2016-07-06","1","Bulk Sample","160","25","6.4","110","43","24","200","500","0.1","0.5","2","170","41","41","16","69","0.36","380","47","25000","130","21","93","-390","0.42","22","95","77","38","17000","0.3","13","58","140","90","140","70","28","7.8","10","6.3","19000","<50","<50"
"Victoria Harbour","VS3","2017-01-17","1","Bulk Sample","130","20","7.8","14","42","25","180","500","0.1","0.8","1","260","46","57","14","<60","0.23","360","43","22000","150","<10","190","-104","0.5","6","90","93","32","15000","0.2","9","88","160","120","170","100","29","7.4","12","0.42","17000","<50","<50"
"Victoria Harbour","VS3","2017-07-25","1","Bulk Sample","120","18","7.5","32","55","18","200","410","0.1","0.4","1","140","16","N/A","13","110","0.28","260","41","17000","61","<10","95","-197","0.53","14","65","64","25","22000","0.2","10","43","66","68","82","61","25","7","5","<0.05","17000","<50","<50"
"Victoria Harbour","VS3","2018-01-02","1","Bulk Sample","130","17","8.7","180","41","18","200","670","0.2","0.8","1","25","11","17","11","<60","0.22","280","33","17000","21","<10","20","-178","0.53","<5","51","8","23","16000","0.2","11","12","30","19","23","12","19","7.1","<5","1.9","38000","<50","<50"
"Victoria Harbour","VS3","2018-07-03","1","Bulk Sample","200","34","7.5","57","45","19","210","490","0.1","0.6","2","120","41","72","24","100","0.33","460","56","29000","64","<10","100","-171","0.41","<5","110","47","48","19000","0.3","20","38","81","56","65","27","41","11","<5","3.3","28000","<50","170"
"Victoria Harbour","VS3","2019-01-31","1","Bulk Sample","200","32","8.7","180","36","18","200","640","0.2","0.7","2","100","31","94","22","<60","0.28","480","53","29000","65","<10","76","-337","0.35","<5","100","39","44","15000","0.4","21","40","82","59","83","44","41","8.4","9","5.8","35000","<50","<50"
"Victoria Harbour","VS3","2019-07-16","1","Bulk Sample","170","28","7.4","87","47","18","190","580","0.1","0.5","1","11","<5","81","20","<60","0.27","460","49","25000","11","<10","10","-230","0.41","<5","60","<5","37","17000","0.2","18","6","16","9","13","6","33","7.4","<5","7.3","25000","<50","<50"
"Victoria Harbour","VS3","2020-01-20","1","Bulk Sample","190","32","9.2","81","41","18","210","510","0.2","1","3","20","<5","42","21","<60","0.43","390","49","26000","15","<10","12","-102","0.43","<5","100","9","44","15000","0.4","23","8","20","11","18","8","34","9.4","<5","4.3","24000","<50","<50"
"Victoria Harbour","VS3","2020-09-03","1","Bulk Sample","240","30","7.2","180","39","18","210","580","0.1","0.8","2","33","9","19","21","<60","0.33","430","58","25000","19","<10","28","-313","0.38","<5","100","14","44","19000","0.3","21","13","35","17","25","15","43","11","<5","11","28000","<50","<50"
"Victoria Harbour","VS3","2021-03-11","1","Bulk Sample","120","16","6.7","42","50","18","N/A","N/A","0.2","0.7","1","68","11","96","13","<60","0.24","300","37","17000","37","<10","46","-104","0.59","<5","49","28","25","16000","0.1","11","22","53","26","50","28","19","6.4","<5","4.7","13000","<50","<50"
"Victoria Harbour","VS3","2021-07-29","1","Bulk Sample","180","34","7.6","94","48","18","N/A","N/A","0.2","0.8","2","890","490","61","24","<60","0.3","420","59","25000","290","31","970","-125","0.46","160","110","440","45","22000","0.3","18","240","310","360","480","540","55","9.8","140","0.1","36000","<50","<50"
"Victoria Harbour","VS3","2022-02-28","1","Bulk Sample","230","47","8","6.1","35","30","N/A","N/A","0.1","0.8","2","38","18","89","26","<60","0.47","540","52","32000","49","<10","33","-172","0.44","11","120","18","57","22000","0.3","32","23","50","33","45","21","65","13","<5","1.2","52000","<50","<50"
"Victoria Harbour","VS3","2022-07-28","1","Bulk Sample","170","29","7.3","45","43","18","210","480","<0.1","0.7","2","500","360","82","19","<60","0.39","470","49","27000","140","47","370","-185","0.44","<5","91","130","41","17000","0.2","18","89","160","110","220","150","31","9","57","0.36","24000","<50","190"
"Victoria Harbour","VS3","2023-01-19","1","Bulk Sample","180","59","8.4","36","42","18","190","480","<0.1","0.7","1","31","<5","85","24","150","0.19","530","44","22000","27","<10","24","-59","0.43","43","81","20","58","20000","0.1","27","14","38","19","34","14","97","9.3","<5","6.6","53000","<50","<50"
"Victoria Harbour","VS3","2023-08-24","1","Bulk Sample","190","59","7.6","82","43","18","220","520","<0.1","0.7","2","40","9","79","28","<60","0.38","610","56","28000","41","<10","29","-129","0.42","6","100","21","60","13000","0.2","33","22","59","34","48","20","83","12","<5","5.3","51000","<50","<50"
"Victoria Harbour","VS3","2024-01-25","1","Bulk Sample","150","33","8.3","47","43","18","210","450","<0.1","1","1","45","15","75","22","<60","0.23","420","50","23000","46","<10","35","-98","0.43","<5","78","18","43","13000","0.2","25","23","60","26","52","23","94","6.5","<5","6.2","40000","<50","<50"
"Victoria Harbour","VS3","2024-07-25","1","Bulk Sample","140","36","7.3","69","45","18","210","510","0.2","0.8","2","58","10","76","19","<60","0.33","390","46","26000","43","<10","37","-176","0.41","8","75","30","41","17000","0.2","35","22","110","33","50","23","60","8.1","<5","9.3","43000","<50","<50"
"Victoria Harbour","VS5","1986-07-01","1","Bulk Sample","110","N/A","2.6","N/A","71.1","N/A","140","500","0","1","N/A","N/A","N/A","N/A","6","N/A","0.14","170","38","7800","N/A","N/A","N/A","N/A","0.37","N/A","130","N/A","24","10700","0.2","1","N/A","N/A","N/A","N/A","N/A","N/A","2.2","N/A","1.2","N/A","N/A","N/A"
"Victoria Harbour","VS5","1987-01-16","1","Bulk Sample","36","N/A","3.1","N/A","67","N/A","140","990","0","0.4","N/A","N/A","N/A","N/A","4","N/A","<0.07","94","26","5200","N/A","N/A","N/A","N/A","0.67","N/A","38","N/A","10","10000","0.1","7","N/A","N/A","N/A","N/A","N/A","N/A","1.6","N/A","720","N/A","N/A","N/A"
"Victoria Harbour","VS5","1987-08-04","1","Bulk Sample","83","N/A","10","98","35","N/A","190","280","<0","2.6","N/A","N/A","N/A","N/A","6","N/A","0.34","130","260","6300","N/A","N/A","N/A","N/A","0.35","N/A","100","N/A","28","20000","0.1","11","N/A","N/A","N/A","N/A","N/A","N/A","7.8","N/A","8","N/A","N/A","N/A"
"Victoria Harbour","VS5","1988-01-28","1","Bulk Sample","64","N/A","4","49","77","N/A","840","490","0","0.3","N/A","N/A","N/A","N/A","12","N/A","0.34","140","17","12000","N/A","N/A","N/A","N/A","0.68","N/A","71","N/A","23","N/A","0.2","18","N/A","N/A","N/A","N/A","N/A","N/A","2","N/A","0.1","N/A","N/A","N/A"
